Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
Mauritania,1100 ,<1000 , 4700,"Historical incidence trends were not available or not reliable.",1600 ,<1000 , 5300,"Historical incidence trends were not available or not reliable.",2200 ,1200 , 5900,"Historical incidence trends were not available or not reliable.",2900 ,1700 , 6700,"Historical incidence trends were not available or not reliable.",3800 ,2400 , 7500,"Historical incidence trends were not available or not reliable.",4900 ,3200 , 8600,"Historical incidence trends were not available or not reliable.",6100 ,4200 , 9800,"Historical incidence trends were not available or not reliable.",7400 ,5200 , 11 000,"Historical incidence trends were not available or not reliable.",8800 ,6400 , 12 000,"Historical incidence trends were not available or not reliable.",10 000 ,7500 , 13 000,"Historical incidence trends were not available or not reliable.",11 000 ,8700 , 14 000,"Historical incidence trends were not available or not reliable.",12 000 ,9800 , 15 000,"Historical incidence trends were not available or not reliable.",13 000 ,11 000 , 16 000,"Historical incidence trends were not available or not reliable.",14 000 ,11 000 , 16 000,"Historical incidence trends were not available or not reliable.",14 000 ,12 000 , 17 000,"Historical incidence trends were not available or not reliable.",14 000 ,12 000 , 17 000,"Historical incidence trends were not available or not reliable.",14 000 ,12 000 , 17 000,"Historical incidence trends were not available or not reliable.",14 000 ,12 000 , 17 000,"Historical incidence trends were not available or not reliable.",14 000 ,11 000 , 17 000,"Historical incidence trends were not available or not reliable.",14 000 ,11 000 , 18 000,"Historical incidence trends were not available or not reliable.",14 000 ,10 000 , 18 000,"Historical incidence trends were not available or not reliable.",13 000 ,9900 , 18 000,"Historical incidence trends were not available or not reliable.",13 000 ,9400 , 18 000,"Historical incidence trends were not available or not reliable.",13 000 ,8800 , 18 000,"Historical incidence trends were not available or not reliable.",12 000 ,8200 , 18 000,"Historical incidence trends were not available or not reliable.",12 000 ,7600 , 18 000,"Historical incidence trends were not available or not reliable.",11 000 ,7100 , 18 000,"Historical incidence trends were not available or not reliable."
Mexico,67 000 ,61 000 , 74 000,,74 000 ,67 000 , 82 000,,81 000 ,73 000 , 90 000,,88 000 ,79 000 , 97 000,,94 000 ,85 000 , 100 000,,100 000 ,91 000 , 110 000,,110 000 ,96 000 , 120 000,,110 000 ,100 000 , 130 000,,120 000 ,110 000 , 130 000,,120 000 ,110 000 , 140 000,,130 000 ,110 000 , 140 000,,130 000 ,120 000 , 150 000,,140 000 ,120 000 , 150 000,,140 000 ,130 000 , 160 000,,150 000 ,130 000 , 170 000,,150 000 ,140 000 , 170 000,,160 000 ,140 000 , 180 000,,160 000 ,150 000 , 180 000,,170 000 ,150 000 , 190 000,,180 000 ,160 000 , 200 000,,180 000 ,160 000 , 200 000,,190 000 ,170 000 , 210 000,,190 000 ,170 000 , 210 000,,200 000 ,180 000 , 220 000,,210 000 ,190 000 , 230 000,,210 000 ,190 000 , 240 000,,220 000 ,200 000 , 240 000,
Mongolia,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <1000,"Estimates for children are not published because of small numbers.",<500 ,<500 , <1000,"Estimates for children are not published because of small numbers."
Montenegro,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <200,"Estimates for children are not published because of small numbers.",<200 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <500,"Estimates for children are not published because of small numbers.",<500 ,<500 , <1000,"Estimates for children are not published because of small numbers."
Morocco,1300 ,<1000 , 2900,,1600 ,<1000 , 3400,,2000 ,1200 , 3900,,2400 ,1600 , 4400,,2900 ,1900 , 5200,,3600 ,2300 , 5800,,4300 ,2800 , 6700,,5100 ,3300 , 7500,,6000 ,4000 , 8500,,7100 ,4800 , 9500,,8100 ,5600 , 11 000,,9200 ,6500 , 12 000,,10 000 ,7400 , 13 000,,11 000 ,8400 , 14 000,,13 000 ,9400 , 16 000,,14 000 ,10 000 , 17 000,,15 000 ,11 000 , 19 000,,16 000 ,12 000 , 20 000,,17 000 ,13 000 , 21 000,,18 000 ,13 000 , 22 000,,19 000 ,14 000 , 23 000,,20 000 ,14 000 , 24 000,,20 000 ,15 000 , 25 000,,21 000 ,15 000 , 26 000,,21 000 ,15 000 , 27 000,,22 000 ,16 000 , 28 000,,22 000 ,16 000 , 28 000,
Mozambique,99 000 ,66 000 , 150 000,,130 000 ,94 000 , 190 000,,180 000 ,130 000 , 250 000,,240 000 ,180 000 , 320 000,,310 000 ,240 000 , 400 000,,390 000 ,310 000 , 490 000,,480 000 ,390 000 , 590 000,,570 000 ,470 000 , 700 000,,680 000 ,570 000 , 810 000,,790 000 ,670 000 , 920 000,,900 000 ,770 000 , 1 000 000,,1 000 000 ,870 000 , 1 200 000,,1 100 000 ,970 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 400 000,,1 300 000 ,1 100 000 , 1 500 000,,1 400 000 ,1 200 000 , 1 500 000,,1 500 000 ,1 300 000 , 1 600 000,,1 500 000 ,1 400 000 , 1 700 000,,1 600 000 ,1 400 000 , 1 800 000,,1 600 000 ,1 500 000 , 1 800 000,,1 700 000 ,1 500 000 , 1 900 000,,1 800 000 ,1 600 000 , 2 000 000,,1 800 000 ,1 600 000 , 2 000 000,,1 800 000 ,1 600 000 , 2 000 000,,1 800 000 ,1 600 000 , 2 100 000,,1 800 000 ,1 600 000 , 2 100 000,,1 800 000 ,1 600 000 , 2 100 000,
Myanmar,10 000 ,9100 , 11 000,,25 000 ,22 000 , 27 000,,42 000 ,38 000 , 46 000,,56 000 ,51 000 , 61 000,,71 000 ,64 000 , 78 000,,87 000 ,78 000 , 95 000,,100 000 ,93 000 , 110 000,,120 000 ,110 000 , 130 000,,140 000 ,130 000 , 160 000,,170 000 ,150 000 , 180 000,,190 000 ,180 000 , 210 000,,210 000 ,190 000 , 240 000,,230 000 ,210 000 , 250 000,,240 000 ,220 000 , 260 000,,250 000 ,220 000 , 270 000,,250 000 ,230 000 , 270 000,,250 000 ,220 000 , 270 000,,250 000 ,220 000 , 270 000,,240 000 ,220 000 , 270 000,,240 000 ,210 000 , 270 000,,240 000 ,200 000 , 270 000,,230 000 ,200 000 , 260 000,,230 000 ,200 000 , 260 000,,230 000 ,200 000 , 260 000,,230 000 ,200 000 , 260 000,,230 000 ,200 000 , 260 000,,230 000 ,200 000 , 260 000,
Namibia,12 000 ,10 000 , 14 000,,19 000 ,17 000 , 22 000,,30 000 ,27 000 , 34 000,,44 000 ,40 000 , 50 000,,62 000 ,56 000 , 69 000,,81 000 ,74 000 , 91 000,,100 000 ,93 000 , 110 000,,120 000 ,110 000 , 140 000,,140 000 ,130 000 , 160 000,,160 000 ,140 000 , 170 000,,170 000 ,150 000 , 180 000,,180 000 ,160 000 , 190 000,,180 000 ,170 000 , 200 000,,180 000 ,170 000 , 200 000,,180 000 ,170 000 , 200 000,,180 000 ,170 000 , 200 000,,180 000 ,170 000 , 200 000,,180 000 ,170 000 , 200 000,,190 000 ,170 000 , 210 000,,190 000 ,170 000 , 210 000,,200 000 ,180 000 , 220 000,,210 000 ,190 000 , 220 000,,210 000 ,190 000 , 230 000,,220 000 ,200 000 , 240 000,,230 000 ,200 000 , 250 000,,230 000 ,210 000 , 250 000,,230 000 ,210 000 , 260 000,
Nepal,<200 ,<200 , <200,,<500 ,<500 , <500,,<1000 ,<1000 , <1000,,1800 ,1700 , 2000,,3800 ,3500 , 4200,,7000 ,6300 , 7600,,11 000 ,9800 , 12 000,,15 000 ,13 000 , 16 000,,19 000 ,17 000 , 21 000,,23 000 ,21 000 , 25 000,,27 000 ,24 000 , 29 000,,31 000 ,28 000 , 33 000,,34 000 ,31 000 , 37 000,,37 000 ,34 000 , 41 000,,39 000 ,35 000 , 43 000,,40 000 ,36 000 , 44 000,,40 000 ,36 000 , 45 000,,40 000 ,35 000 , 45 000,,40 000 ,35 000 , 45 000,,39 000 ,34 000 , 44 000,,38 000 ,33 000 , 44 000,,37 000 ,32 000 , 43 000,,36 000 ,31 000 , 42 000,,35 000 ,30 000 , 41 000,,34 000 ,29 000 , 40 000,,33 000 ,29 000 , 39 000,,32 000 ,28 000 , 38 000,
Netherlands,7500 ,6700 , 8300,,7500 ,6600 , 8500,,7500 ,6600 , 8600,,7600 ,6500 , 8800,,7700 ,6600 , 9100,,7900 ,6700 , 9400,,8300 ,7000 , 9800,,9000 ,7700 , 10 000,,9900 ,8700 , 11 000,,11 000 ,9600 , 12 000,,12 000 ,10 000 , 13 000,,13 000 ,11 000 , 14 000,,14 000 ,12 000 , 15 000,,14 000 ,13 000 , 16 000,,15 000 ,14 000 , 17 000,,16 000 ,15 000 , 18 000,,17 000 ,15 000 , 19 000,,18 000 ,16 000 , 20 000,,19 000 ,17 000 , 21 000,,19 000 ,18 000 , 21 000,,20 000 ,18 000 , 22 000,,21 000 ,19 000 , 23 000,,22 000 ,20 000 , 24 000,,22 000 ,20 000 , 25 000,,23 000 ,20 000 , 25 000,,23 000 ,20 000 , 26 000,,23 000 ,20 000 , 26 000,
New Zealand,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Nicaragua,2700 ,1100 , 5900,,3500 ,1500 , 7400,,4300 ,2000 , 8900,,5200 ,2600 , 10 000,,6100 ,3300 , 11 000,,6900 ,4000 , 12 000,,7800 ,4800 , 13 000,,8500 ,5400 , 14 000,,9200 ,6100 , 14 000,,9800 ,6600 , 15 000,,10 000 ,7100 , 15 000,,10 000 ,7400 , 16 000,,11 000 ,7500 , 16 000,,10 000 ,7500 , 16 000,,10 000 ,7300 , 16 000,,10 000 ,7200 , 15 000,,9900 ,7100 , 15 000,,9700 ,6900 , 15 000,,9500 ,6700 , 14 000,,9300 ,6600 , 14 000,,9200 ,6600 , 14 000,,9000 ,6600 , 13 000,,9000 ,6600 , 13 000,,8900 ,6700 , 13 000,,8900 ,6700 , 13 000,,8900 ,6700 , 13 000,,8900 ,6800 , 12 000,
Niger,11 000 ,7200 , 15 000,,14 000 ,9900 , 20 000,,18 000 ,13 000 , 25 000,,23 000 ,18 000 , 31 000,,29 000 ,22 000 , 37 000,,35 000 ,28 000 , 44 000,,41 000 ,33 000 , 51 000,,47 000 ,39 000 , 58 000,,53 000 ,44 000 , 64 000,,58 000 ,49 000 , 70 000,,62 000 ,53 000 , 74 000,,66 000 ,56 000 , 77 000,,68 000 ,59 000 , 79 000,,69 000 ,60 000 , 80 000,,69 000 ,60 000 , 80 000,,68 000 ,59 000 , 78 000,,67 000 ,58 000 , 77 000,,65 000 ,56 000 , 74 000,,62 000 ,54 000 , 72 000,,60 000 ,52 000 , 69 000,,58 000 ,50 000 , 66 000,,56 000 ,48 000 , 64 000,,54 000 ,47 000 , 62 000,,52 000 ,46 000 , 60 000,,51 000 ,44 000 , 59 000,,49 000 ,43 000 , 57 000,,48 000 ,41 000 , 55 000,
Nigeria,800 000 ,360 000 , 1 300 000,,930 000 ,450 000 , 1 500 000,,1 100 000 ,570 000 , 1 700 000,,1 200 000 ,700 000 , 1 900 000,,1 400 000 ,860 000 , 2 100 000,,1 700 000 ,1 000 000 , 2 400 000,,1 900 000 ,1 200 000 , 2 700 000,,2 100 000 ,1 400 000 , 3 000 000,,2 300 000 ,1 600 000 , 3 300 000,,2 600 000 ,1 800 000 , 3 500 000,,2 700 000 ,1 900 000 , 3 700 000,,2 900 000 ,2 000 000 , 3 900 000,,3 000 000 ,2 100 000 , 4 000 000,,3 100 000 ,2 200 000 , 4 100 000,,3 100 000 ,2 200 000 , 4 100 000,,3 100 000 ,2 300 000 , 4 200 000,,3 100 000 ,2 300 000 , 4 200 000,,3 100 000 ,2 300 000 , 4 200 000,,3 100 000 ,2 300 000 , 4 200 000,,3 100 000 ,2 300 000 , 4 200 000,,3 100 000 ,2 300 000 , 4 200 000,,3 100 000 ,2 300 000 , 4 200 000,,3 100 000 ,2 300 000 , 4 200 000,,3 100 000 ,2 300 000 , 4 200 000,,3 100 000 ,2 300 000 , 4 200 000,,3 200 000 ,2 300 000 , 4 300 000,,3 200 000 ,2 300 000 , 4 300 000,
